Provider State,Provider County Name,Average Number of Residents per Day
TX,Dallas,66.3
TX,Comal,117.5
TX,Hidalgo,110.6
TX,Cameron,77.3
TX,Tarrant,122.7
TX,Denton,64.1
TX,Kerr,106.1
TX,Johnson,77.6
TX,Bell,52.5
TX,Mc Lennan,87.6
TX,Armstrong,36.9
TX,Liberty,24.4
TX,Matagorda,83.8
TX,Harrison,93.5
TX,Tarrant,102.5
TX,Bexar,94.6
TX,Dallas,144
TX,Hidalgo,69.2
TX,Mc Lennan,55
TX,Cameron,33.1
TX,Angelina,87.8
TX,Tarrant,53.4
TX,Potter,90.5
TX,Medina,52.6
TX,Gregg,70.8
TX,Harris,99.4
TX,Taylor,27.1
TX,Gregg,121.4
TX,Denton,36.1
TX,Nueces,67.4
TX,Bexar,73.7
TX,Ector,60.4
TX,Tom Green,14.2
TX,Nueces,66.7
TX,Wharton,62.2
TX,Nacogdoches,89.2
TX,Harris,81.3
TX,El Paso,38.9
TX,Atascosa,31.5
TX,Bexar,75.2
TX,Harris,112
TX,Fayette,66.8
TX,El Paso,83.9
TX,Kerr,105.9
TX,Harris,68.5
TX,Victoria,63.5
TX,Dallas,102.8
TX,Dallas,101.1
TX,Comal,85.5
TX,Dallas,86.3
TX,Concho,47.6
TX,Bexar,58.3
TX,Erath,78.6
TX,Polk,98.6
TX,Dallas,97.2
TX,Smith,85.7
TX,Bexar,77.7
TX,Jefferson,95.9
TX,Hidalgo,99
TX,Bexar,104.8
TX,Johnson,96.4
TX,Fort Bend,7.7
TX,Williamson,70.6
TX,Bell,65.8
TX,Bexar,111
TX,Kendall,91.4
TX,Frio,127.6
TX,Tarrant,67.5
TX,Travis,73.8
TX,Harris,139.5
TX,Cameron,89.3
TX,Bexar,53
TX,Grayson,60.3
TX,Jack,40.2
TX,Tarrant,69.4
TX,Fort Bend,78.3
TX,Harris,77.6
TX,Bexar,83.5
TX,Tarrant,114.7
TX,Cameron,106
TX,Dallas,67.1
TX,Bexar,97.3
TX,Lamar,31.2
TX,Dallas,111.5
TX,Henderson,58
TX,Tarrant,83.2
TX,Nueces,55.5
TX,Cherokee,52.5
TX,Montague,131.7
TX,Tarrant,73.3
TX,Harris,23.7
TX,Angelina,74.8
TX,Van Zandt,47.1
TX,Collin,60
TX,Travis,63.5
TX,Collin,58.1
TX,Travis,44.4
TX,Guadalupe,95.8
TX,Bexar,33.4
TX,Hockley,66.4
TX,Tarrant,66.4
TX,Montgomery,154.4
TX,Harrison,50.3
TX,Tarrant,67.2
TX,Lampasas,40.5
TX,Tarrant,41.4
TX,Clay,34.8
TX,Dallas,149.5
TX,Titus,59.4
TX,Wichita,44.7
TX,Tarrant,6.5
TX,Dallas,126.3
TX,Erath,90.9
TX,Fayette,92.4
TX,Henderson,54.5
TX,Dallas,23.5
TX,Hood,114.8
TX,Wichita,78.4
TX,Hays,84
TX,Bee,69.4
TX,Cameron,71.9
TX,Hood,67.5
TX,Denton,65.3
TX,Wilbarger,101.3
TX,Taylor,59
TX,El Paso,67
TX,Dawson,36.8
TX,Lubbock,62.1
TX,Gillespie,77.1
TX,Lubbock,69.3
TX,Red River,45.6
TX,Nolan,60.2
TX,Liberty,76.7
TX,Hamilton,33.5
TX,Parker,78.6
TX,Nacogdoches,52
TX,Hays,54.9
TX,Palo Pinto,72
TX,Kaufman,43.1
TX,Panola,52.8
TX,Wichita,179.2
TX,Young,67
TX,Bexar,35.3
TX,Cooke,40.1
TX,Smith,31.7
TX,Aransas,71.9
TX,Harris,25.8
TX,Harris,6.4
TX,Mc Lennan,146.7
TX,Red River,45.7
TX,Rusk,91.3
TX,Hutchinson,47.8
TX,Dallas,45.4
TX,Dallas,79.9
TX,Calhoun,97.9
TX,Bexar,40.7
TX,Bexar,45.6
TX,Kent,40.1
TX,Karnes,45.8
TX,Bexar,47.1
TX,Schleicher,26.7
TX,Upton,22.5
TX,Crockett,24.2
TX,Sherman,21.1
TX,Reagan,29.6
TX,Lipscomb,33.9
TX,Moore,31.6
TX,Potter,80.4
TX,Bexar,85.7
TX,Bosque,26.1
TX,Gaines,26.3
TX,Gregg,88.2
TX,Hansford,51.7
TX,Hemphill,28.1
TX,Chambers,36.8
UT,Weber,92.7
UT,Salt Lake,78.3
UT,Weber,31.3
UT,Box Elder,37
UT,Salt Lake,63.9
UT,San Juan,37.2
UT,Sevier,43.2
UT,Washington,55.9
UT,Salt Lake,86
UT,Davis,121.6
UT,Weber,57.6
UT,Salt Lake,36
UT,Salt Lake,62.5
UT,Salt Lake,103.6
UT,Salt Lake,56.8
UT,Cache,77.8
UT,Weber,57.4
UT,Duchesne,37
UT,Emery,26.8
UT,Weber,48.4
UT,Utah,29.8
UT,Tooele,94.2
UT,Utah,38.4
UT,Salt Lake,55.6
UT,Uintah,43.8
UT,Box Elder,25.3
UT,Salt Lake,87.2
UT,Salt Lake,170.1
UT,Salt Lake,44.1
UT,Utah,51.5
UT,Carbon,49.4
UT,Salt Lake,57.2
UT,Washington,37.1
UT,Carbon,27
UT,Utah,62.5
UT,Juab,21.6
UT,Salt Lake,92.5
UT,Salt Lake,69.5
UT,Salt Lake,83.5
UT,Davis,47
UT,Weber,65.6
UT,Cache,67.3
UT,Weber,64.5
UT,Utah,115.9
UT,Cache,7.2
UT,Salt Lake,77
UT,Salt Lake,54.1
UT,Utah,34.7
UT,Utah,30.8
UT,Washington,68
UT,Salt Lake,52.1
UT,Iron,63.9
UT,Washington,47
UT,Salt Lake,89.5
UT,Wasatch,66.3
UT,Salt Lake,57
UT,Washington,54.5
UT,Iron,35.2
UT,Weber,21.4
UT,Davis,61.8
UT,Millard,51.5
UT,Salt Lake,29.9
UT,Salt Lake,36
UT,Washington,33.1
UT,Davis,45.5
UT,Box Elder,34.3
UT,Salt Lake,26.2
UT,Utah,19.1
UT,Salt Lake,37.5
UT,Davis,20.5
UT,Utah,22.3
UT,Salt Lake,15.1
UT,Weber,106.7
UT,Sevier,15.6
UT,Davis,29.2
UT,Sanpete,38
UT,Salt Lake,19.3
UT,Utah,65.4
UT,Salt Lake,35
UT,Washington,103.9
UT,Utah,105.6
UT,Weber,34.9
UT,Utah,28.2
UT,Salt Lake,79.1
UT,Salt Lake,54.4
UT,Cache,37.5
UT,Davis,51
UT,Utah,75.5
UT,Utah,12.2
UT,Washington,25.6
UT,Salt Lake,
UT,Salt Lake,32.9
UT,Salt Lake,27.9
UT,Salt Lake,34.7
UT,Grand,30.2
UT,Weber,54.3
UT,Garfield,15.7
VT,Chittenden,107.6
VT,Windham,43.6
VT,Rutland,113.5
VT,Chittenden,57.5
VT,Addison,76.3
VT,Rutland,109.9
VT,Caledonia,74.7
VT,Washington,83.9
VT,Franklin,65
VT,Windham,70.4
VT,Windsor,70
VT,Orleans,33.8
VT,Bennington,65
VT,Bennington,84.5
VT,Chittenden,122.7
VT,Bennington,107.1
VT,Bennington,64.8
VT,Orleans,38.9
VT,Washington,80.6
VT,Rutland,72.2
VT,Chittenden,51.4
VT,Orleans,54.3
VT,Orleans,24.3
VT,Caledonia,42.3
VT,Washington,118
VT,Windsor,31.5
VT,Franklin,49.2
VT,Orleans,48.4
VT,Windham,41.3
VT,Windsor,28.2
VT,Washington,40
VT,Franklin,17.9
VT,Chittenden,19.7
VT,Lamoille,60.3
VT,Orange,28.5
VA,Roanoke City,70.6
VA,Fairfax,68.9
VA,Salem City,167.3
VA,Danville City,220.3
VA,Alexandria City,267.5
VA,Lexington City,49.8
VA,Manassas City,101.5
VA,Henrico,138.1
VA,Bedford,73.9
VA,Alexandria City,74.7
VA,Norfolk City,129.8
VA,Newport News City,178.8
VA,Lynchburg City,76.1
VA,Chesterfield,170.5
VA,Hopewell City,105.5
VA,Virginia Beach City,80.1
VA,Salem City,204.5
VA,Roanoke City,212.1
VA,Harrisonburg City,158.7
VA,Henrico,131
VA,Henrico,151.4
VA,Fairfax City,156.2
VA,Arlington,117.9
VA,Lynchburg City,131.6
VA,Danville City,108.2
VA,Chesapeake City,153.2
VA,Henrico,137.9
VA,Lynchburg City,84.8
VA,Petersburg City,56.5
VA,Arlington,124.5
VA,Colonial Heights City,158.9
VA,Norfolk City,151.4
VA,Franklin,114.5
VA,Lynchburg City,76.2
VA,Arlington,133.2
VA,Hopewell City,111
VA,Galax City,96.8
VA,Virginia Beach City,74.4
VA,Bristol City,101.3
VA,Smyth,140.5
VA,Scott,92.1
VA,Wise,163
VA,Shenandoah,74.9
VA,Clarke,107.8
VA,Alleghany,90.3
VA,Winchester City,125.9
VA,Martinsville City,97.4
VA,Petersburg City,101.9
VA,Harrisonburg City,69.1
VA,Waynesboro City,83
VA,Portsmouth City,98.3
VA,Virginia Beach City,111.8
VA,Lynchburg City,88
VA,Tazewell,137.9
VA,Charlottesville City,113.1
VA,Fairfax,134
VA,Roanoke City,69.2
VA,Franklin City,83.7
VA,Lancaster,30.7
VA,Frederick,45.5
VA,Danville City,48.6
VA,Wythe,4.3
VA,Buena Vista City,69
VA,Fairfax,60.5
VA,Norfolk City,89.2
VA,Fairfax,144.1
VA,Mecklenburg,89.7
VA,Albemarle,83.8
VA,Loudoun,124.7
VA,Tazewell,11.6
VA,Chesterfield,39.1
VA,James City,41.6
VA,Sussex,72.1
VA,Virginia Beach City,101
VA,Carroll,46.8
VA,Appomattox,49.6
VA,York,50.8
VA,James City,84.3
VA,Bland,42.6
VA,Brunswick,66.5
VA,Henrico,80.4
VA,Portsmouth City,92.6
VA,Campbell,98.9
VA,Fairfax,34.5
VA,Emporia City,48.3
VA,Tazewell,50.5
VA,Portsmouth City,85.5
VA,Pittsylvania,76.9
VA,Alexandria City,81.1
VA,Newport News City,75.2
VA,Fairfax,78.3
VA,Suffolk City,51.5
VA,Franklin,103.1
VA,Roanoke City,95.5
VA,Norfolk City,139.3
VA,Fairfax,95.7
VA,Virginia Beach City,43.2
VA,Augusta,37.3
VA,Chesapeake City,80.8
VA,Henry,62.6
VA,Fairfax,105.5
VA,Botetourt,50.4
VA,Bath,55.5
VA,Alleghany,82.5
VA,Albemarle,14.5
VA,Charlotte,50.5
VA,Henrico,156.1
VA,Fluvanna,51.4
VA,Virginia Beach City,76.5
VA,Fauquier,73.2
VA,Virginia Beach City,72.6
VA,James City,95.7
VA,Goochland,76.3
VA,Virginia Beach City,138.5
VA,Spotsylvania,97.8
VA,Virginia Beach City,85.3
VA,Campbell,57.5
VA,Staunton City,148.7
VA,Madison,83
VA,Stafford,90.1
VA,Suffolk City,112
VA,Fairfax,70.8
VA,Prince Edward,90.8
VA,Galax City,59.8
VA,Petersburg City,93.4
VA,Norfolk City,107.3
VA,Albemarle,15.9
VA,Page,103
VA,Chesapeake City,89
VA,Chesterfield,105.8
VA,Suffolk City,82.7
VA,Buchanan,106.3
VA,Richmond City,91.7
VA,Loudoun,115.7
VA,Augusta,49.9
VA,Poquoson,52.8
VA,Hanover,71.1
VA,Fauquier,119.6
VA,Westmoreland,57.4
VA,Arlington,18.1
VA,Virginia Beach City,76.2
VA,Goochland,144.5
VA,Norfolk City,179.1
VA,Roanoke City,162.7
VA,Loudoun,79.6
VA,Gloucester,130.3
VA,Northampton,89.8
VA,Culpeper,157.8
VA,Prince William,28
VA,Louisa,73.6
VA,Henrico,79.8
VA,Newport News City,130.6
VA,Hampton City,45.3
VA,Alexandria City,18.5
VA,Henrico,76.5
VA,Roanoke,155
VA,Pulaski,86.3
VA,Danville City,130.7
VA,Southampton,50.3
VA,Caroline,107.7
VA,Henrico,141.3
VA,King George,92.3
VA,Warren,52.4
VA,Lynchburg City,
VA,King William,54.8
VA,Hampton City,126.9
VA,Patrick,137.3
VA,Hampton City,102.8
VA,Norfolk City,46.8
VA,Henrico,57.1
VA,Loudoun,39.7
VA,Shenandoah,64.3
VA,Warren,108.9
VA,Buckingham,56.9
VA,Halifax,64.9
VA,Fairfax City,55.8
VA,Dickenson,92.4
VA,Lexington City,56.7
VA,Carroll,56
VA,Virginia Beach City,26.1
VA,Roanoke City,92.2
VA,Albemarle,132.6
VA,Richmond City,128
VA,Essex,52.6
VA,Chesapeake City,83.9
VA,Grayson,104.1
VA,Isle Of Wight,25.7
VA,Pulaski,102.8
VA,Accomack,115.4
VA,Augusta,102.3
VA,Fairfax,78.3
VA,Washington,66.4
VA,Prince Edward,101.2
VA,Newport News City,83.7
VA,York,66.2
VA,Greene,71.9
VA,Staunton City,105.5
VA,Lancaster,81.7
VA,Isle Of Wight,91.8
VA,Floyd,75.4
VA,Wythe,100.4
VA,Wise,86.4
VA,Lee,98.8
VA,Nottoway,140.8
VA,Fairfax,65.7
VA,Radford City,78.2
VA,Montgomery,129.1
VA,Roanoke City,59.3
VA,Amelia,80.7
VA,Orange,130.2
VA,Alleghany,50.4
VA,Prince William,83
VA,Hanover,149.5
VA,Amherst,100.1
VA,Richmond,67.7
VA,Russell,51.5
VA,Suffolk City,22.4
VA,Hampton City,63.7
VA,Newport News City,34.9
VA,James City,39.7
VA,Rockingham,117.2
VA,Giles,112.5
VA,Halifax,194.4
VA,Roanoke,41.9
VA,Wise,29.5
VA,Emporia City,86.1
VA,Albemarle,113.6
VA,Roanoke City,98.3
VA,Mecklenburg,77.5
VA,Mecklenburg,100.4
VA,Lynchburg City,71.3
VA,Gloucester,47.6
VA,Smyth,82.5
VA,Rockingham,99.3
VA,Botetourt,69.6
VA,Harrisonburg City,67.7
VA,Prince William,96.3
VA,Frederick,54.7
VA,Manassas City,124.8
VA,Henrico,85.7
VA,Virginia Beach City,60.6
VA,Richmond City,172.7
VA,Chesterfield,106.6
VA,Norfolk City,14.1
VA,Spotsylvania,98.5
VA,Newport News City,44
VA,Petersburg City,43.2
VA,Pittsylvania,76.3
VA,Culpeper,41.8
VA,Chesterfield,79.4
VA,James City,17
VA,Goochland,84.1
VA,Botetourt,26.5
VA,Waynesboro City,18
VA,Montgomery,45.7
VA,Stafford,73.7
VA,Martinsville City,25.7
VA,Washington,101.1
VA,Fairfax,38.9
VA,Lynchburg City,73.2
VA,Scott,78.3
VA,Hanover,135.5
VA,Frederick,13.9
VA,Loudoun,29.8
VA,Wythe,103.6
VA,Virginia Beach City,104.4
VA,Hanover,48.6
VA,Albemarle,79.1
VA,Roanoke,105.3
VA,Middlesex,70.8
VA,Richmond City,132.9
VA,Prince William,103.3
VA,Bristol City,71.3
VA,Martinsville City,185.5
VA,Albemarle,28.3
VA,Richmond City,29.8
VA,Bedford,69.9
VA,Madison,35.9
VA,Shenandoah,63.9
VA,Salem City,36.6
VA,Richmond City,124
VA,Smyth,19.8
VA,Henrico,28.5
VA,Middlesex,53.7
VA,Mathews,56.4
VA,Virginia Beach City,29.9
WA,King,68.4
WA,King,63.2
WA,Yakima,72.2
WA,Grays Harbor,61.7
WA,King,117.5
WA,Spokane,53.3
WA,King,23.8
WA,Spokane,32.9
WA,King,105.9
WA,Thurston,114.9
WA,Benton,35.6
WA,Walla Walla,75.2
WA,Walla Walla,57.8
WA,Benton,42.7
WA,Grays Harbor,59.1
WA,Yakima,65
WA,Yakima,57.7
WA,Whatcom,68.6
WA,Pierce,121.9
WA,Yakima,51.8
WA,Whatcom,30.2
WA,Spokane,82.8
WA,Spokane,105.3
WA,Kitsap,96.6
WA,Franklin,56.8
WA,Clallam,85.7
WA,Whatcom,37.8
WA,Chelan,74.7
WA,Pierce,95.1
WA,King,62.8
WA,King,145.4
WA,Pierce,62.2
WA,Clallam,77.6
WA,King,92.9
WA,King,81.4
WA,King,82.2
WA,King,95.3
WA,Clark,83.8
WA,Kitsap,79.3
WA,Pierce,72.9
WA,Skagit,31.2
WA,Kitsap,69.9
WA,Whatcom,62.8
WA,Yakima,49.3
WA,Mason,80.3
WA,Cowlitz,49.2
WA,Snohomish,84.9
WA,Pierce,78.8
WA,Kitsap,80.9
WA,Thurston,90.1
WA,Whitman,22.3
WA,Whitman,40
WA,King,76.3
WA,Thurston,84.5
WA,Adams,22.8
WA,Spokane,61.2
WA,Clark,32.4
WA,Grant,70.8
WA,King,97.1
WA,Kittitas,46.1
WA,Pierce,91.3
WA,Yakima,65.4
WA,Clark,79.5
WA,King,95.5
WA,Skagit,56.5
WA,Clark,59.4
WA,Stevens,55.3
WA,Cowlitz,77.8
WA,King,78.6
WA,Asotin,69.2
WA,Pierce,95.6
WA,Kitsap,87.5
WA,Cowlitz,51.7
WA,Whatcom,62.7
WA,Thurston,92.4
WA,Okanogan,40.8
WA,Pierce,99.7
WA,Jefferson,43.8
WA,Island,45.6
WA,King,82.1
WA,King,96
WA,Skagit,66.1
WA,Skagit,75.2
WA,Snohomish,91.9
WA,Grant,72.3
WA,Spokane,77.7
WA,Pierce,74.7
WA,Kitsap,41.7
WA,Pierce,82.3
WA,Clallam,77.5
WA,Stevens,30.8
WA,Clark,42.2
WA,King,56.5
WA,Snohomish,64.7
WA,King,45.8
WA,Clark,61.8
WA,King,80.7
WA,Spokane,46.4
WA,Pierce,62.1
WA,Yakima,75.2
WA,Pacific,36.8
WA,Snohomish,74.8
WA,Snohomish,51.1
WA,King,59.3
WA,Lewis,67.3
WA,Cowlitz,49.5
WA,Snohomish,52.5
WA,Yakima,57.8
WA,Spokane,87.1
WA,King,26.2
WA,Benton,27.3
WA,Lewis,87
WA,Whatcom,49.6
WA,Skagit,28.6
WA,Spokane,116.1
WA,Chelan,31.5
WA,Spokane,74.9
WA,Snohomish,74
WA,Thurston,105.4
WA,Clark,58.3
WA,Grant,33
WA,Whatcom,87.7
WA,Whatcom,41.8
WA,King,
WA,Yakima,47
WA,Snohomish,85.4
WA,Snohomish,70
WA,Snohomish,38.3
WA,Whatcom,98.9
WA,Snohomish,51
WA,Yakima,52.9
WA,Spokane,66.3
WA,Okanogan,31.5
WA,Chelan,52.4
WA,Spokane,65.7
WA,King,119
WA,King,36.4
WA,King,83.3
WA,Walla Walla,97.4
WA,Lewis,32
WA,Okanogan,37.3
WA,Snohomish,83.2
WA,Snohomish,35.4
WA,Pierce,128.7
WA,Pierce,60
WA,Columbia,19
WA,King,38.4
WA,Spokane,83.2
WA,King,179.7
WA,King,84.5
WA,Okanogan,41.5
WA,King,83.3
WA,Snohomish,35.9
WA,Snohomish,117.2
WA,King,29.1
WA,King,77.7
WA,Pierce,71.3
WA,Kitsap,135.4
WA,King,105.2
WA,King,33
WA,King,48.1
WA,Pierce,79.4
WA,Kitsap,39.5
WA,Pierce,105.7
WA,King,104.6
WA,King,18.6
WA,Snohomish,84.5
WA,King,18.5
WA,Spokane,99.6
WA,Spokane,33.1
WA,Pierce,75.8
WA,King,35
WA,Grays Harbor,83.4
WA,King,33.8
WA,Mason,52.2
WA,Spokane,12.1
WA,Spokane,75.6
WA,King,78.6
WA,King,23
WA,King,90.4
WA,Benton,64.7
WA,Thurston,20.1
WA,Pierce,85.2
WA,Kitsap,229.6
WA,King,39.4
WA,King,70.5
WA,King,31.8
WA,Clark,77.8
WA,Thurston,82.5
WA,Pierce,32.4
WA,Snohomish,51
WA,King,31.6
WA,Pierce,44.1
WA,Walla Walla,73.1
WA,Pierce,18.4
WA,King,35.2
WA,Snohomish,24.1
WA,King,
WA,Clallam,19.7
WA,Grant,
WA,King,106.2
WA,Yakima,61.1
WA,Spokane,85.7
WV,Raleigh,94.6
WV,Ohio,128.6
WV,Cabell,175.5
WV,Marion,51.2
WV,Cabell,40.3
WV,Randolph,100.8
WV,Mercer,68
WV,Nicholas,49
WV,Kanawha,55.6
WV,Hancock,128.5
WV,Ohio,173.2
WV,Berkeley,103.2
WV,Wood,98
WV,Monongalia,77.4
WV,Upshur,15.5
WV,Mercer,82.7
WV,Marion,105.1
WV,Ohio,130.7
WV,Taylor,41.7
WV,Monongalia,109.7
WV,Cabell,148.7
WV,Fayette,115.2
WV,Tucker,78.8
WV,Mason,89.6
WV,Jackson,75
WV,Kanawha,112.4
WV,Marshall,95.2
WV,Mingo,75.2
WV,Putnam,113.4
WV,Harrison,78.6
WV,Preston,94.2
WV,Wetzel,92
WV,Marion,37.2
WV,Upshur,106.4
WV,Hancock,18.6
WV,Hampshire,28.9
WV,Fayette,33.5
WV,Monongalia,84.8
WV,Wood,91.6
WV,Raleigh,159.9
WV,Kanawha,106.9
WV,Raleigh,65
WV,Kanawha,125.3
WV,Roane,30.2
WV,Greenbrier,66.3
WV,Wood,60.4
WV,Gilmer,58.9
WV,Monongalia,52.4
WV,Taylor,61.3
WV,Putnam,109.6
WV,Harrison,25.5
WV,Kanawha,10
WV,Cabell,14.5
WV,Barbour,44.3
WV,Boone,83.3
WV,Kanawha,77
WV,Harrison,108.4
WV,Greenbrier,49.4
WV,Mineral,107.9
WV,Brooke,51.3
WV,Pendleton,73.2
WV,Marshall,54.9
WV,Brooke,111
WV,Barbour,39.6
WV,Hancock,56.3
WV,Tyler,61.2
WV,Fayette,57.2
WV,Kanawha,51
WV,Morgan,73.8
WV,Logan,91.1
WV,Harrison,55.9
WV,Clay,53.4
WV,Greenbrier,75.2
WV,Kanawha,77.9
WV,Fayette,74.8
WV,Grant,87.4
WV,Fayette,54.2
WV,Fayette,40.7
WV,Marion,100.8
WV,Jefferson,100.6
WV,Wood,99.6
WV,Lewis,60.2
WV,Mc Dowell,84.1
WV,Mineral,55.4
WV,Wyoming,51.2
WV,Webster,55.5
WV,Harrison,78.2
WV,Jefferson,75.3
WV,Wayne,45.7
WV,Kanawha,121.9
WV,Summers,86.9
WV,Lincoln,52.8
WV,Hardy,54.8
WV,Kanawha,68.8
WV,Logan,63.3
WV,Hampshire,58.4
WV,Jackson,54
WV,Berkeley,63.4
WV,Jefferson,55.4
WV,Braxton,61
WV,Wood,61.6
WV,Roane,62
WV,Pocahontas,64.3
WV,Ritchie,32.4
WV,Greenbrier,53.5
WV,Mercer,48.1
WV,Mercer,78.5
WV,Monroe,45.5
WV,Marion,105.2
WV,Pleasants,53.1
WV,Cabell,84.9
WV,Kanawha,17.2
WV,Harrison,73.1
WV,Wirt,
WV,Mc Dowell,20.7
WV,Randolph,68.4
WV,Calhoun,20
WV,Randolph,58.7
WV,Raleigh,69.1
WV,Mason,69.9
WV,Preston,47.4
WV,Morgan,15.9
WV,Summers,29.6
WI,St. Croix,44.1
WI,Racine,81.2
WI,Waukesha,100.5
WI,Milwaukee,100.9
WI,Dane,69.6
WI,Milwaukee,28.1
WI,Wood,48.6
WI,Dane,55.9
WI,Milwaukee,93.6
WI,Sauk,58.2
WI,Kenosha,44.7
WI,Marathon,153.6
WI,Washington,88.9
WI,Milwaukee,94
WI,Kenosha,103.7
WI,La Crosse,77
WI,Wood,56.1
WI,Grant,48
WI,Brown,84
WI,Rock,48.1
WI,Waukesha,97.1
WI,Jefferson,56.2
WI,Outagamie,61.4
WI,La Crosse,84.2
WI,Dane,67.3
WI,Fond Du Lac,42.9
WI,Jefferson,101.2
WI,Rock,48.4
WI,Fond Du Lac,53.2
WI,Dane,144.3
WI,Waukesha,52.5
WI,Kenosha,65.4
WI,Kenosha,58.9
WI,Green Lake,32.1
WI,Grant,61.4
WI,Green,33.9
WI,Winnebago,74.8
WI,Wood,81.2
WI,Dane,53.7
WI,Door,60
WI,Brown,50.5
WI,Dane,40.2
WI,Jefferson,34.3
WI,Waupaca,72
WI,Waupaca,20.1
WI,Sauk,84.5
WI,Kenosha,44.5
WI,Milwaukee,86.3
WI,Grant,38.2
WI,Walworth,39.1
WI,Milwaukee,169.8
WI,Lincoln,117.9
WI,Milwaukee,38.6
WI,Ashland,59.7
WI,Taylor,38.6
WI,Dane,72.6
WI,Dane,47.2
WI,Lincoln,36.1
WI,Dodge,52.6
WI,Lincoln,47.3
WI,Shawano,50.5
WI,Sheboygan,117.8
WI,Dodge,51.5
WI,Brown,70.1
WI,Shawano,37.1
WI,Walworth,31.8
WI,Waupaca,30.1
WI,Clark,51.8
WI,Adams,46.9
WI,Grant,37.2
WI,Portage,32.2
WI,Iowa,26
WI,Dodge,69
WI,Kewaunee,22.8
WI,Florence,48.8
WI,Milwaukee,48.2
WI,Lafayette,41.9
WI,Oconto,42.3
WI,Richland,68.2
WI,Marathon,59.3
WI,Douglas,67.3
WI,Milwaukee,82.7
WI,Columbia,81
WI,Grant,36.1
WI,Dane,45.9
WI,Iowa,30.8
WI,Door,29.5
WI,Chippewa,66.1
WI,Dane,26.5
WI,Milwaukee,34.8
WI,Buffalo,25.7
WI,Ashland,45.6
WI,Eau Claire,70.4
WI,Manitowoc,55.9
WI,Rock,97.6
WI,Columbia,55.1
WI,Grant,52.8
WI,Sauk,46.2
WI,Douglas,90
WI,Pierce,38.5
WI,Polk,46.8
WI,Clark,140.9
WI,Marathon,41.9
WI,Winnebago,38.8
WI,Douglas,56.3
WI,Jackson,62.3
WI,Langlade,62.7
WI,Calumet,34
WI,Shawano,19.9
WI,Milwaukee,95.7
WI,Milwaukee,44.9
WI,Waukesha,38.5
WI,Rusk,33.5
WI,Milwaukee,67
WI,Rock,43.8
WI,Chippewa,32.7
WI,Waukesha,31.3
WI,Waukesha,16.3
WI,Waukesha,122.9
WI,Grant,47.5
WI,La Crosse,92.7
WI,Wood,49.8
WI,Monroe,59.6
WI,Kenosha,48.6
WI,Dunn,30.9
WI,Sawyer,39.5
WI,Marathon,27.4
WI,Juneau,48.8
WI,La Crosse,55.1
WI,Pierce,45.6
WI,Manitowoc,120
WI,Monroe,41
WI,La Crosse,55.1
WI,Columbia,24.4
WI,Dodge,78.3
WI,Oconto,40.4
WI,Marinette,72.2
WI,Juneau,75.6
WI,Dodge,93.8
WI,Eau Claire,66.6
WI,La Crosse,105.6
WI,Sheboygan,31.2
WI,Marinette,101
WI,St. Croix,43.4
WI,Oneida,72.8
WI,Washington,62.6
WI,Sauk,91.3
WI,Winnebago,
WI,Washington,70.5
WI,Pierce,22.3
WI,Marinette,54.3
WI,St. Croix,36.8
WI,Clark,29.8
WI,Iowa,38.9
WI,Manitowoc,72.1
WI,Marinette,80
WI,Milwaukee,31.4
WI,Chippewa,44
WI,Dunn,26.3
WI,Racine,97.2
WI,Pierce,30.2
WI,Outagamie,84.2
WI,Brown,46.5
WI,Jackson,23.6
WI,Marinette,32.8
WI,Waukesha,67.4
WI,Milwaukee,55.4
WI,Door,40.3
WI,Racine,40.2
WI,Waupaca,47.2
WI,Milwaukee,72
WI,St. Croix,28.7
WI,St. Croix,38.8
WI,Marathon,56.2
WI,Milwaukee,97.2
WI,Polk,68.1
WI,Rock,62.9
WI,Outagamie,32
WI,Sheboygan,61.1
WI,Dane,60.8
WI,St. Croix,49.4
WI,Dane,103.2
WI,Columbia,61.2
WI,Waukesha,68.9
WI,Columbia,47.2
WI,Dane,35.9
WI,Fond Du Lac,42
WI,Milwaukee,67.9
WI,Milwaukee,42.3
WI,Crawford,58.4
WI,Milwaukee,113.2
WI,Shawano,26.4
WI,Waukesha,48.4
WI,Dodge,34.2
WI,Polk,46.2
WI,Kewaunee,28.7
WI,Fond Du Lac,74.2
WI,Eau Claire,36.4
WI,Dane,27.3
WI,Ozaukee,97.5
WI,Waupaca,63.6
WI,Milwaukee,16.3
WI,Iron,60
WI,Walworth,56
WI,Racine,63.6
WI,Dodge,97.5
WI,Pierce,23.4
WI,Milwaukee,153.6
WI,Calumet,26.2
WI,Milwaukee,73.2
WI,Winnebago,46.9
WI,Milwaukee,39.6
WI,Green Lake,35.5
WI,Fond Du Lac,27.1
WI,Milwaukee,49.8
WI,Washburn,33.5
WI,Winnebago,78.6
WI,Kenosha,116.6
WI,Brown,111.3
WI,Burnett,43.7
WI,Brown,73.5
WI,Waukesha,85.9
WI,Walworth,38.7
WI,Vernon,63.8
WI,Walworth,40.9
WI,Bayfield,45.6
WI,Sheboygan,81.3
WI,Brown,37.9
WI,Waukesha,58.2
WI,Brown,107.6
WI,Outagamie,177.8
WI,Manitowoc,40.1
WI,Ozaukee,45.8
WI,Outagamie,40.5
WI,Chippewa,18.1
